id;solicitacao;Sinalização - Vertical;Redutor de velocidade - Lombada;Sinalização - Horizontal;Semáforo;Passeio público;Melhorias viárias;Sinalização - Faixa de pedestres;Barreiras físicas;Redutor de velocidade - Radar;Vagas especiais;Pavimentação;Acessibilidade - Rampa;Redutor de velocidade - Travessia elevada;Alteração de sentido;Área escolar;Ciclovias e similares;Urbanização de vielas;Rebaixamento de guia
6821;SOLICITA RECAPEAMENTO DA RUA EM FRENTE A SUA CASA, ALEGA QUE QUANDO CHOVE, DEVIDO OS BURACOS, FICAM ALAGADOS ATÉ A EXTENSÃO DA CALÇADA. SOLICITA PROVIDÊNCIAS.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
5951;SOLICITA AGENDAMENTO DE VISITA PARA ORIENTAÇÕES.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6802;RECLAMA QUE NO COMEÇO DA AVENIDA CASSIOPEIA PRÓXIMO À CIDADE JARDIM, ENFRENTE A FARMÁCIA DROGA QUINZE PARA ATRAVESSAR PARA OUTRO LADO DA CALÇADA NA AVENIDA CASSIOPEIA MESMO, INFORMA QUE OS CARROS NÃO RESPEITAM E QUE SEMPRE ACONTECE QUASE UM ATROPELAMENTO E COM ELA MESMO QUASE FOI ATROPELADA, SENDO OS CARROS QUE VEM DO SENTINDO AVENIDA CIDADE JARDIM E DA AVENIDA PAPA JOÃO PAULO I APARA ENTRAR NA AVENIDA CASSIOPEIA, MUNÍCIPE SOLICITA QUE COLOCA UM SEMÁFORO PARA PEDESTRE, QUE ASSIM FACILITA ATRAVESSA DOS PEDESTRE COM SEGURANÇA.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6812;"SOLICITA IMPLANTAÇÃO DE SEMÁFARO NA RUA LEONARDO DA VINCI NO CRUZAMENTO COM A RUA LUIZ ANTÔNIO DE CASTRO. MUNÍCIPE DIZ: ""QUERO SOLICITAR DA PREFEITURA PARA QUE ANÁLISE COM BASTANTE CARINHO ATENÇÃO E URGENCIA A POSSIBILIDADE DE SE COLOCAR UM SEMÁFORO NA RUA LEONARDO DA VINCI NO CRUZAMENTO COM A RUA LUIZ ANTÔNIO DE CASTRO SKI NO CANTINHO DO MORUMBY POIS O LOCAL É DE GRANDE FLUXO DE CARROS QUE DESLOCAM PARA ACESSAR O ANEL VIÁRIO COMO TAMBEN VÃO A HILERMERCAFO SHIBATA E ESTÁ BEM DIFÍCIL ATRAVESSAR NO LOCAL E POR ALI PASSA TAMBÉM O VLP LINHA VERDE E PODERÁ CAUSAR UMA GRANDE ACIDENTE O QUE NÃO É BOM PARA NINGUÉM E COMO SÃO JOSÉ ESTÁ NAS MÍDIAS QUE É UMA CIDADE INTELIGENTE E TAMBÉM COMO DIZEM BOM MESMO É MORAR EM SÃO JOSÉ DOS CAMPOS.NA EXPECTATIVA DE QUE A PREFEITURA FARÁ O SERVIÇO AGUARDAMOS PACIENTEMENTE.ATENCIOSANENTE JOÃO RECLAMÃO DO BAIRRO CIDADE MORUMBY SÃO JOSÉ DOS CAMPOS SÃO PAULO.""";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6816;SOLICITA LOMBADA ELETRONICA, POIS O LOCAL ESTA PERIGOSO E COM RISCO DE ACIDENTES.;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6822;SOLICITA MANUTENÇÃO NUMA VIELA, INFORMA QUE A CALÇADA ESTA QUEBRADA E ESTÁ PERIGOSO PASSAR EM CIMA E ATE MESMO POR CONTA DA CHUVA ESTA UMA POÇA DE AGUA, DIFICULTANDO A PASSAGEM PELA VIELA .;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
9456;SOLIICTA CONSTRUÇÃO DE CALÇADA,INFORMA QUE ESTÁ INSEGURO PARA AS MÃES QUE LEVAM OS FILHOS PARA A ESCOLA E PASSAM PELO LOCAL. PEDE PROVIDÊNCIAS.ESTE PROTOCOLO POSSUI ANEXO(S).;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10583;SOLICITA IMPLANTAÇÃO DE SEMÁFORO NA PRAÇA PEDRO AMÉRICO COM ADHEMAR DE BARROS, NÚMERO EXCESSIVO DE VEÍCULOS, BEM COMO MOTOCICLETAS.;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
9465;Solicita à Prefeitura Municipal estudos técnicos visando melhorias viárias referentes a travessia segura e a contenção de velocidade dos veículos na Avenida Oito de Dezembro, próximo às Escolas Professora Silvana Maria Pereira da Silva e Professor João Ferreira dos Santos, no Jardim Cerejeiras.;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5953;SOLICITA IMPLANTAÇÃO DE SEMÁFORO, POIS ATÉ O PRESENTE MOMENTO NÃO FOI INSTALADO E OS PEDESTRES SE ARRISCAM TODOS OS DIAS ATRAVESSANDO (DO POSTO PARA O HOSPITAL) POIS NÃO HÁ SEMÁFORO.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6804;"Boa tarde,
Recebi a notificação n 2320892  sobre calçada segura. A notificação pede providências porém não especifica o que há de errado.
A calçada em questão está feita em concreto e nunca apresentou irregularidades. Favor detalhar";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4459;Solicita à Prefeitura, estudos para a implantação de redutor de velocidade ou outras medidas, na rua José Nunes de Paula, em frente ao número 117, bairro Vila Rossi.;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
5957;"SOLICITA INFORMAÇÕES. SEGUE TEXTO DA MUNÍCIPE: ""GOSTARIA DE SABER MAIS SOBRE A UNIFORMIZAÇÃO DAS CALÇADAS. COMO DEVEMOS PROCEDER PARA REGULARIZAR A CALÇADA DA NOSSA LOJA?""";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5961;SOLICITA VISORIA DE CALÇADA COM BURRACO.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10642;Implantação de placas de sinalização indicadoras de velocidade máxima permitida por toda a extensão da Rua José Ambrósio dos Santos, no Bairrinho.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6817;SOLICITA BARREIRA NO FIM DA RUA ACEDRO RUSTON, POIS POR SER UMA RUA SEM SAIDA, OS MORADORES LOCAIS, ABREM A BARREIRA EXISTENTE PARA PASSAGEM DE CARROS E CAMINHOES E ANIMAIS. INFORMA TAMBÉM QUE PASSAM NA RUA ACEDRO RUSTON PARA JOGAR LIXO NAS RUAS DO MARIANA II. INFORMA QUE JA FOI FEITO OUTRAS VEZES A MESMA SOLICITAÇÃO ATENDIDA POREM A POPULAÇÃO QUEBRA A BARREIRA.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6823;"SOLICITA MELHORIAS NA SINALIZAÇÃO DE TRÂNSITO. MUNÍCIPE DIZ: ""SOLICITO IMPLANTAÇÃO DE MELHORIAS NA SINALIZAÇÃO DE TRÂNSITO DA AV. FREDERICO OZANAN AVENIDA PRINCIPAL DE ACESSO AO BAIRRO SANTA HERMÍNIA. NO LOCAL TEMOS UMA SINALIZAÇÃO INEFICAZ ONDE NO PERÍODO NOTURNO É COMPLICADO A VISIBILIDADE. TAMBÉM TEMOS PROBLEMA NA PISTA, COM ELEVAÇÃO!""";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
6824;RECLAMA QUE SEMPRE LEVA NETO DELA PARA ESCOLA EE PROF EUNICE CORDEIRO DOS SANTOS RODRIGUES QUE FICA NA AVENIDA RUA MAJOR MANOEL FERNANDES NETTO, 370 , RECLAMA QUE NAO TEM UMA PLACA DE SINALIZAÇAO QUE ALI E AREA ESCOLA, OS CARROS SEMPRE PASSAM EM ALTA VELOCIDADE NESSA AVENIDA ELA TEME ALGUM CRIANÇA SOLTA DAS MAOS DOS PAIS E SAIR CORRENDO PARA RUA E ACONTECER ACIDENTE DEVIDO NAO TEM AVISO DE AREA ESCOLA NO INICO DA AVENIDADA ATR A ESCOLA,MOTORISTA NAO RESPEITA ALI, ELA COMENTA QUE A DONA DE UMA PADARIA COLOCOU ATE UMA PLACA ESCRITO POR ELA MESMO PARA OS MOTORISTA VISUALIZA E DIMINUI A VELOCIDADE ALI POIS NAO RESPEITAM. RECLAMAÇAO DA AVENIDA MAJOR MANOEL FERNANDES NETTO 370 DA ESCOLA ATE INICIO DELA RUA MAJOR MANOEL FERNANDES NETTO, 20 ONDE MOTORISTA ABUSAM DEVIDO NAO TER SINALIZAÇAO DE AREA ESCOLA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
6826;SOLICITA PINTURA FAIXA DE PEDESTRES.;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6831;SOLICITA QUE A RUA HEITOR DE ANDRADE NÃO MUDE A MÃO, PARA QUE CONTINUE DA MESMA FORMA, POIS MUDANDO O SENTIDO OS VEICULOS PASSAM EM ALTA VELOCIDADE SENDO PROPICIO A ACIDENTES.;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6832;SOLICITA A IMPLANTAÇÃO DE PLACA DE PROIBIDO ESTACIONAR,ALEGA QUE A RUA A MÃO DUPLA E ESTACIONAM DOS DOIS LADOS E FICA RUIM PARA PASSAR DE CARRO NA RUA ALEGA QUE PARAM ATÉ NA ESQUINA.INFORMA QUE OUTRAS RUAS PERTO DA SUA RESIDÊNCIA JÁ TEM ESSAS PLACAS E POR ISSO A DELA AGORA FICA LOTADO DE CARRO.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6076;"Solicito a implantação de lombada no local pedido
Avenida Canada, próximo ao 235";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6185;"Solicita travessia de pedestre, lombada, radar ou algo neste sentido devido a fluxo e velocidade de veículos.
sugere implantação da lombada na Estrada Velhas Rio-SP, km 102, paralela à Avenida Antonio Galvão n 642 - Galo Branco, próximo a comércio residências e escolas, cita que já houve vários acidentes no local";0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
6827;SOLICITA AMPLIAÇÃO DE VAGAS PARA DEFICIENTES FISICOS NO ENDEREÇO INDICADO. PEDE VERIFICAÇÃO E PROVIDÊNCIAS.;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
5958;SOLICITA VISITA DA EQUIPE PARA MAIS ORIENTAÇÕES SOBRE REGULARIZAÇÃO DA CALÇADA.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5925;SOLICITA A COLOCAÇÃO DE MAIS LOMBADAS EM NOSSA RUA. TEMOS MUITAS CRIANÇAS AQUI, E LOGO TEREMOS ANIMAIS TB (VAMOS SOLTAR GALINHAS POR AQUI PRA AJUDAR A ACABAR COM OS ESCORPIÕES)... E OS CARROS ANDAM PASSANDO EM ALTA VELOCIDADE DO MEIO, AQUI PRO FIN;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6818;RECLAMA QUE REPAROU NA DATA DE ONTEM HOUVE UMA ALTERAÇÃO NO RETORNO NA FRENTE DO RESTAURANTE CHURRASKILO QUE FICA NA ESTRADA VELHA SENTIDO JACAREI, QUESTIONA O MOTIVO DA ALTERAÇÃO E QUAL SERIA A NOVA OPÇÃO PARA RETORNO PARA QUEM VAI PARA JACAREI, PEDIU PARA ACRESCENTAR A COMPETENCIA DO SECRETARIO DE TRANSPORTE PARA SER SECRETARIO JA QUE O MESMO NAO CONHECE O TRANSITO DA CIDADE. COBRA UMA SATISFAÇÃO.;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
6825;RECLAMA QUE LEVA NETO DELA PARA ESCOLA NA RUA MAJOR MANOEL FERNANDES NETTO, 370 E OS MOTORISTAS SEMPRE ABUSAM DA VELOCIDADE ALI MESMO SENDO AREA ESCOLA. ELA TEME ALGUMA CRIANÇA SAIR CORRENDO E OCORRER ALGUM ACIDENTE,POIS AS CALCADA ALI SAO ESTREITAS. INFORMA QUE UMA PADARIA FEZ UMA PLACA ALI ORIENTANDO QUE É AREA ESCOLA PARA SINALIZAR OS MOTORISTA. MAS TODOS OS DIAS CORRE EXCESSO DE VELOCIDADE. RECLAMA DO EXCESSO DE VELOCIDADE DA RUA MAJOR MANOEL FERNANDES NETTO, 20 - VILA SAO GERALDO ATE RUA MAJOR MANOEL FERNANDES NETTO, 370 AONDE FICA ESCOLA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
6829;RECLAMA QUE NÃO FORAM INFORMADOS REFERENTE A MUDANÇA NO TRANSITO EM TORNO DA PRAÇA ELIZETE DO SANTOS, INFORMA RECEBERAM INFORMAÇÃO PELO REPRESENTANTE DO BAIRRO QUE IRÃO AO LOCAL FAZER A RETIRADA DA BARRICADA FAZENDO COM QUE O BAIRRO VOLTE A ESTACA ZERO, COM MÃOS DUPLAS AUMENTANDO MAIS OS RISCOS DE ACIDENTES E INSEGURANÇAS AOS MORADORES.;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
6275;"Nós moradores da Rua Mucuri pedimos a gentileza de tomar providência dos problemas causados pelo trânsito de ônibus, caminhão e máquinas que ficam parados nos três sentido além do barulho
A Sabesp foi fazer um serviço no sábado e não conseguiu chegar no local.
";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3015;SOLICITA ILUMINAÇAO NAS FAIXAS DE PEDESTRES EM TODA EXTENSAO DA VIA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6806;"Solicitamos à Semob um estudo para construção de balão de retorno em via pública local de Zona Mista 1, fechada por portaria de entrada de condomínio, devido aos transtornos causados por falta de espaço para retorno de caminhões em ""rua sem saída e sem retorno"", além do alto fluxo de veículos para entrada nos Condomínios Eldorado, Bosque Urbanova e Edifício Piaget por este trecho da Rua Benedito Pinotti, Urbanova I. Encaminhamos carta em anexo para justificativa detalhada.";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
10584;SOLICITA PLACA DE SINALIZAÇÃO, INFORMA QUE NO ENDEREÇO MENCIONADO TEM MUITOS IDOSOS E OS CARROS PASSAM A MILHÃO. SUGERE PLACA DE SINALIZAÇÃO DE LIMITE DE VELOCIDADE OU IMPLANTAREM OBSTÁCULOS NO MEIO DA VIA A FIM DE INIBIR OS CARROS. PARA EVITAR ATROPELAMENTO DE PESSOAS.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10644;SOLICITA ESTUDO DE PROJETO VIÁRIO, INFORMA QUE A PREFEITURA ESTA FAZENDO UMA OBRA MUITO BONITA NO TROCAMENTO DA RUA ROSARIO COM A RUA ANDORRA E RELATA QUE TEM UM PEDAÇO QUE ESTA FICANDO SEM CALÇADA, RELATA QUE NÃO SABE SE É DA PREFEITURA O TERRENO OU PARTICULAR, ENTÃO SUGERE QUE A PREFEITURA TOME CONHECIMENTO, POIS A OBRA ESTA FICANDO MUITO BONITA E SOMENTE ESSE PEDAÇO ESTA FEIO. FICA SUA ESSA SUGESTÃO PARA PREFEITURA VERIFICAR.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10645;SOLICITA IMPLANTAÇÃO DE BOTOEIRA PARA PEDESTRE.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4175;Solicita à Prefeitura Municipal estudos técnicos para a implantação de lombada na Avenida Monsenhor Dutra, Jardim Nova Flórida.;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4418;"Solicito especial atenção de Vossa Senhoria ao atendimento aos moradores da Vila São Benedito, que pedem estudos de engenharia para implantação de lombada ou outro dispositivo redutor de velocidade, próximo à Praça Benedito Ugolino Silva Guerra - CEP 12227-060.

Segundo relato, por se tratar de via íngreme, os metoristas trafegam pela via em alta velocidade podendo a qualquer momento ocasionar atropelamento ou acidente ainda mais grave. Sabe-se dos critérios da Resolução n° 600/2016, entretanto o trecho em questão não é corredor de ônibus e trata-se de área escolar, bem como, conta com playground na praça, com muitos alunos e crianças que transitam pela via.

Sem mais, renovo sinceros votos de estima e consideração, colocando-me a sua inteira disposição.";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1659;"SOLICITA IMPLANTAÇAO DE PLACA ""PROIBIDO CIRCULAR CAMINHAO NA VIA"".";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
842;IMPLANTAÇAO DE CALÇADA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6819;SOLICITA LOMBADA ELETRÔNICA RELATA QUE OS CARROS E AS MOTOS PASSAM EM ALTA VELOCIDADE E FICA DIFÍCIL PARA A MUNÍCIPE ENTRAR E SAIR DA GARAGEM, INFORMA TAMBÉM QUE ATRAPALHAM O TRÂNSITO DA IGREJA E DA ESCOLA GLOW EDUCAÇÃO. PEDE QUE SE POSSÍVEL FOSSE INSTALADO NA FRENTE DA ESCOLA.;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6749;Solicito prorrogação de mais 90 dias para adequação da calçada, e orientação de como deve ser feita;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6840;SOLICITA EXPLICAÇÃO DO PROJETO VIARIO QUE FOI IMPLANTADO NO JD. VALE DO SOL JUNTO A AREA DA LINHA VERDE, INFORMA QUE APÓS TERMINO DA OBRA, A VIA INFORMADA QUE ERA MÃO DUPLA, PASSOU A SER MÃO UNICA E AGORA OS MORADORES PRECISAM ANDAR DUAS RUAS A MAIS PARA ADENTRAR NA RUA EM QUESTÃO. SITUAÇÃO CAUSOU MAIOR MOVIMENTO NA RUA CARAVELAS E ICARAÍ, GERANDO TRANSTORNOS AOS MORADORES.;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6841;SOLICITA SINALIZAÇÃO DE VELOCIDADE MÁXIMA PERMITIDA. O EXCESSO DE VELOCIDADE NO LOCAL E A FALTA DE FAIXA DE PREDESTRE FAZ COM QUE SE TENHA QUE CORRER PARA ATRAVESSAR O VIADUTO DA VILA SÃO BENTO PARA O SATELITE EU CAI LA OMTEM PORQUE O CARRO VINHA EM ALTA VELOCIDE NAO DIMINUIU A VELOCIDADE ENGUANTO EU ATRAVESSAVA A VIA EU TENHO 65 ANOS.;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6842;SOLICITA IMPLANTAÇÃO DE FAIXA DE PEDESTRE.;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6843;SOLICITA VAGA DE ESTACIONAMENTO PARA O ESTABELECIMENTO COMERCIAL.;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6844;SOLICITA IMPLANTAÇÃO DE SEMÁFORO EM FRENTE AO CONDOMÍNIO SPAZIO CAMPO DI ORLEANS NA RUA JOSÉ COBRA, INFORMA DE QUE CARROS QUE VEM DA PRAÇA NATAL PASSAM EM ALTA VELOCIDADE, TORNANDO TRAVESSIA MUITO PERIGOSA E QUE EM LOCAL EXISTEM VÁRIOS COMÉRCIOS. ESTE PROTOCOLO POSSUI FOTOS.;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2065;IMPLANTAÇAO DE CALÇADA E CICLOVIA - CALÇADA COMPARTILHADA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4068;PAVIMENTAÇAO DA RUA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2711;ANALISE PARA IMPLANTAR MAO UNICA EM ALGUMAS RUAS DO BAIRRO POR SEREM MUITO ESTREITAS E CARROS ESTACIONAM DOS DOIS LADOS DA VIA.;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2450;SOLICITA IMPLANTAÇAO DE LOMBADA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10586;RECURSO CONTRA MULTA DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10646;SOLICITA PLACA DE SINALIZAÇÃO, INFORMA QUE CONSTANTEMENTE JOGAM ENTULHO NO CANTEIRO CENTRAL. SOLICITA PALACA DE PROIBIDO JOGAR ENTULHO E LIXO.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4575;	ELOGIO O ATENDIMENTO QUE RECEBEU ATRAVÉS DO PROTOCOLO 3093620, AGRADECE A CORREÇÃO DA LOMBADA.;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2287; ANALISE PARA MELHORIA VIARIA NO LOCAL, TRANSITO EM ALTA VELOCIDADE, IMPLANTAÇAO REDUTOR VELOCIDADE;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4576;SOLICITA UM PROJETO, INFORMA QUE A VIA TEM QUE SER DE MÃO UNICA POIS É UMA MÃO DUPLA QUE OS CARROS ESTÃO ESTACIONANDO NA EXTENSÃO DE TODA RUA. PEDE PROVIDÊNCIAS URGENTE..;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
